First line of second CSV;;;;;;;;;;;;;;;;;;
Date/Time Generated;2/20/19 4:39 AM;;;;;;;;;;;;;;;;;
Report Time Zone;Europe/Paris;;;;;;;;;;;;;;;;;
Account ID;743372;;;;;;;;;;;;;;;;;
Date Range;2/19/19 - 2/19/19;;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Internet (8364571);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Mobile (8365738);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Internet (8364841);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Mobile (8364118);;;;;;;;;;;;;;;;;
MRC Accredited Metrics;None;;;;;;;;;;;;;;;;;
Report Fields;;;;;;;;;;;;;;;;;;
Header of second CSV at line 12;Placement;Date;DBM Cost (Account Currency);OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_fidelisation-terminal_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait-multi-ligne_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-offre-mobile_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-migration-xdsl-vers-fibre_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-fibre_2018-05: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_migration-open-xdsl-vers-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-xdsl_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-xdsl_2018-01: Total Conversions;SH-Mobile-Livebox_2018-01_Sales : sh_mobile-livebox_cv_acq-offre-convergente_2018-01: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-adsl_2018-08: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-fibre_2018-10: Total Conversions
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;1.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;9.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_160x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;14.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;77.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;4.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;60.64;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;1.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;101.27;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;18.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;19.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;21.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x250_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;40.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x50_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;2.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;0.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;4.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;0.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x50_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;10.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;16.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;8.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_300x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;14.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_320x50_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;7.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;3.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;7.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;1.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_320x50_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;16.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_728x90_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;9.79;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;21.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;23.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_728x90_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;78.70;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22267080_tradelab_reassurance-fibre_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;21782089_tradelab_fmo-enfants-1525_pcc_multi-format_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md;19/02/2019;37.56;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22096607_tradelab_parrainage_std_320x480_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md;19/02/2019;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-50go_std_120x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;2.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-50go_std_160x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;11.71;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-50go_std_300x250_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;29.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-50go_std_300x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;65.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-50go_std_320x480_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;27.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-50go_std_728x90_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;39.38;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-annonce1_pcc_multi-format_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;2.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-annonce2_pcc_multi-format_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;31.30;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1114_pcc_multi-format_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;22.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1114_std_120x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;0.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1114_std_160x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;1.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1114_std_300x250_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;3.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1114_std_300x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;9.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1114_std_320x480_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;1.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1114_std_728x90_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;3.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1525_pcc_multi-format_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;15.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1525_std_120x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1525_std_160x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;1.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1525_std_300x250_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;3.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1525_std_300x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;10.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1525_std_320x480_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;4.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22196669_tradelab_fmo-enfants-1525_std_728x90_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-md_global;19/02/2019;5.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22197335_tradelab_forfait50goterminal_std_320x50_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-md_global;19/02/2019;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique _or-md_global;19/02/2019;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_120x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;4.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-md_global;19/02/2019;4.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique _or-md_global;19/02/2019;0.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_160x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;4.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-md_global;19/02/2019;10.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique _or-md_global;19/02/2019;16.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_300x250_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;32.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-md_global;19/02/2019;13.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique _or-md_global;19/02/2019;12.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_300x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;15.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_320x480_cpm_mob_dis-iab_prosp_npa_profiling_dbm_ 3rd-semantique_or-md_global;19/02/2019;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_320x480_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-md_global;19/02/2019;1.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_320x480_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;46.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-md_global;19/02/2019;13.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique _or-md_global;19/02/2019;22.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-50go_std_728x90_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;12.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-annonce1_pcc_multi-format_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-md_global;19/02/2019;8.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-annonce1_pcc_multi-format_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique _or-md_global;19/02/2019;0.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-annonce1_pcc_multi-format_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;53.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-annonce2_pcc_multi-format_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-md_global;19/02/2019;1.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-annonce2_pcc_multi-format_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique _or-md_global;19/02/2019;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-annonce2_pcc_multi-format_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;117.24;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-enfants-1114_pcc_multi-format_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;29.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-enfants-1114_std_120x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;0.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-enfants-1114_std_160x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;3.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-enfants-1114_std_300x250_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;9.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-enfants-1114_std_300x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;7.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22208369_tradelab_fmo-enfants-1114_std_320x480_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-md_global;19/02/2019;13.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
